SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
373824,3065,2328,5932,40611,Vitamin D3,,67-97-0,"Vitamin D3 is one of the two major natural sources of vitamin D. Vitamin D3 is metabolised to the active steroid hormone 1,25-dihydroxyvitamin D3 (25(OH)D3) by successive hydroxylation in the liver and kidney. It is also produced by endogenous synthesis in mammalian species and birds but not in fish. 7-Dehydrocholesterol in the skin is converted by exposure to ultraviolet light and subsequently by a temperature-regulated reaction into vitamin D3. Vitamin D3 can also be produced by chemical synthesis: a photochemical electrocyclic ring-opening reaction of 7- dehydrocholesterol to form pre-vitamin D3, which through a thermochemical sigmatropic rearrangement reaction is converted to vitamin D3.",13752,RF-00000051-NTR,cholecalciferol,single chemical entity,7,QU07A,as such,,Vitamin D3,,67-97-0,"(1S,3E)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",13752,RF-00000051-NTR,cholecalciferol,C27H44O,[C@]13([C@H](\\C(CCC1)=C\\C=C/2C(CC[C@H](O)C2)=C)CC[C@@H]3[C@@H](CCCC(C)C)C)C,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13+/t21-,24+,25-,26+,27-/m1/s1",organic,,,
373825,3066,2329,5933,40611,Cupric sulphate pentahydrate,,7758-99-8,"Cupric sulphate pentahydrate has molecular weight 249.68 g/mol, 25% copper. It consists of blue and odourless crystals. Its solubility in water is 220 g/L (temperature and pH not stated). It has a bulk density of 1.2-1.33 kg/L. The name should be adjusted to the standards established by the International Union of Pure and Applied Chemistry (IUPAC) to copper(II) sulphate pentahydrate.",15906,RF-00001406-PAR,Copper sulfate pentahydrate,single chemical entity,7,QU07A,as such,,Cupric sulphate pentahydrate,,7758-99-8,Copper;sulfate;pentahydrate,15906,RF-00001406-PAR,Copper sulfate pentahydrate,CuH10O9S,O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2],"InChI=1S/Cu.H2O4S.5H2O/c;1-5(2,3)4;;;;;/h;(H2,1,2,3,4);5*1H2/q+2;;;;;;/p-2",inorganic,,,
373826,3067,2330,5934,40611,Copper (total),231-159-6,7440-50-8,"Copper is absorbed from the diet in the upper jejunum by active and passive processes, stored in the liver and kidney, secreted in the bile and excreted in faeces. Copper status is not easy to determine, and the homeostatic mechanisms that control copper distribution and metabolism are not completely understood.",18,RF-00000167-CHE,Copper (Cu),"group, open",9,QU09A,not part of group assessment,,Cuprous ion,,17493-86-6,Copper(1+),23448,RF-00008828-PAR,Cuprous ion,Cu+,[Cu+],InChI=1S/Cu/q+1,inorganic,,,
373827,3068,2330,5935,40611,Copper (total),231-159-6,7440-50-8,"Copper is absorbed from the diet in the upper jejunum by active and passive processes, stored in the liver and kidney, secreted in the bile and excreted in faeces. Copper status is not easy to determine, and the homeostatic mechanisms that control copper distribution and metabolism are not completely understood.",18,RF-00000167-CHE,Copper (Cu),"group, open",9,QU09A,not part of group assessment,,Cupric cation,,15158-11-9,Copper(2+),23449,RF-00008829-PAR,Cupric cation,Cu+2,[Cu+2],InChI=1S/Cu/q+2,inorganic,,,
373828,3069,2331,3677,40611,Nonan-3-ol,210-850-6,624-51-1,CASrn in Register refers to the racemate.,23142,RF-00008522-PAR,Nonan-3-ol,single chemical entity,7,QU07A,as such,,Nonan-3-ol,210-850-6,624-51-1,nonan-3-ol,23142,RF-00008522-PAR,Nonan-3-ol,C9H20O,CCCCCCC(O)CC,"InChI=1S/C9H20O/c1-3-5-6-7-8-9(10)4-2/h9-10H,3-8H2,1-2H3",organic,,,
373829,3070,2332,2312,40611,Hex-5-en-2-one,203-675-1,109-49-9,,22814,RF-00008194-PAR,Hex-5-en-2-one,single chemical entity,7,QU07A,as such,,Hex-5-en-2-one,203-675-1,109-49-9,hex-5-en-2-one,22814,RF-00008194-PAR,Hex-5-en-2-one,C6H10O,CC(=O)CCC=C,"InChI=1S/C6H10O/c1-3-4-5-6(2)7/h3H,1,4-5H2,2H3",organic,,,
373830,3071,2333,5662,40611,Tridec-12-en-2-one,,60437-21-0,,16982,RF-00002487-PAR,Tridec-12-en-2-one,single chemical entity,7,QU07A,as such,,Tridec-12-en-2-one,,60437-21-0,tridec-12-en-2-one,16982,RF-00002487-PAR,Tridec-12-en-2-one,C13H24O,CC(=O)CCCCCCCCCC=C,"InChI=1S/C13H24O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3H,1,4-12H2,2H3",organic,,,
373831,3072,2334,5428,40611,(Z)-5-Octen-2-one,,22610-86-2,CASrn in Register refers to the (Z)-isomer.,23320,RF-00008700-PAR,(Z)-5-Octen-2-one,single chemical entity,7,QU07A,as such,,(Z)-5-Octen-2-one,,22610-86-2,(Z)-oct-5-en-2-one,23320,RF-00008700-PAR,(Z)-5-Octen-2-one,C8H14O,CC/C=C\\CCC(=O)C,"InChI=1S/C8H14O/c1-3-4-5-6-7-8(2)9/h4-5H,3,6-7H2,1-2H3/b5-4-",organic,,,
373832,3073,2335,2830,40611,sec-Octyl acetate,218-123-5,2051-50-5,CASrn in Register refers to the racemate.,22365,RF-00007745-PAR,sec-Octyl acetate,single chemical entity,7,QU07A,as such,,sec-Octyl acetate,218-123-5,2051-50-5,octan-2-yl acetate,22365,RF-00007745-PAR,sec-Octyl acetate,C10H20O2,CCCCCCC(C)OC(=O)C,"InChI=1S/C10H20O2/c1-4-5-6-7-8-9(2)12-10(3)11/h9H,4-8H2,1-3H3",organic,,,
373833,3074,2336,5775,40611,Octan-3-yl formate,282-866-1,84434-65-1,CASrn in Register refers to the racemate.,17029,RF-00002534-PAR,Octan-3-yl formate,single chemical entity,7,QU07A,as such,,Octan-3-yl formate,282-866-1,84434-65-1,octan-3-yl formate,17029,RF-00002534-PAR,Octan-3-yl formate,C9H18O2,CCCCCC(CC)OC=O,"InChI=1S/C9H18O2/c1-3-5-6-7-9(4-2)11-8-10/h8-9H,3-7H2,1-2H3",organic,,,
373834,3075,2337,2646,40611,6-Methylhept-5-en-2-one,203-816-7,110-93-0,,16507,RF-00002012-PAR,6-Methylhept-5-en-2-one,single chemical entity,7,QU07A,as such,,6-Methylhept-5-en-2-one,203-816-7,110-93-0,6-methylhept-5-en-2-one,16507,RF-00002012-PAR,6-Methylhept-5-en-2-one,C8H14O,O=C(CC/C=C(C)/C)C,"InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3",organic,,,
373835,3076,2338,3040,40611,Tetrahydro-pseudo-ionone,224-634-4,4433-36-7,CASrn in Register refers to the racemate.,16619,RF-00002124-PAR,Tetrahydro-pseudo-ionone,single chemical entity,7,QU07A,as such,,Tetrahydro-pseudo-ionone,224-634-4,4433-36-7,"6,10-dimethylundec-9-en-2-one",16619,RF-00002124-PAR,Tetrahydro-pseudo-ionone,C13H24O,CC(CCCC(=O)C)CCC=C(C)C,"InChI=1S/C13H24O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,12H,5-6,8-10H2,1-4H3",organic,,,
373836,3077,2339,3407,40611,5-Methylhex-5-en-2-one,221-807-6,3240-09-3,,16707,RF-00002212-PAR,5-Methylhex-5-en-2-one,single chemical entity,7,QU07A,as such,,5-Methylhex-5-en-2-one,221-807-6,3240-09-3,5-methylhex-5-en-2-one,16707,RF-00002212-PAR,5-Methylhex-5-en-2-one,C7H12O,CC(=C)CCC(=O)C,"InChI=1S/C7H12O/c1-6(2)4-5-7(3)8/h1,4-5H2,2-3H3",organic,,,
373837,3078,2340,3182,40611,"6,10,14-Trimethylpentadeca-5,9,13-trien-2-one",212-097-9,762-29-8,CASrn does not specify stereoisomer.,16663,RF-00002168-PAR,"6,10,14-Trimethylpentadeca-5,9,13-trien-2-one",single chemical entity,7,QU07A,as such,,"6,10,14-Trimethylpentadeca-5,9,13-trien-2-one",212-097-9,762-29-8,"6,10,14-trimethylpentadeca-5,9,13-trien-2-one",16663,RF-00002168-PAR,"6,10,14-Trimethylpentadeca-5,9,13-trien-2-one",C18H30O,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3",organic,,,
373838,3079,2341,4023,40611,(E)-Geranylacetone,223-269-8,3796-70-1,CASrn refers to (E)-isomer.,24640,RF-00010018-PAR,(E)-Geranylacetone,single chemical entity,7,QU07A,as such,,(E)-Geranylacetone,223-269-8,3796-70-1,"(5E)-6,10-dimethylundeca-5,9-dien-2-one",24640,RF-00010018-PAR,(E)-Geranylacetone,C13H22O,C/C(C)=C\\CCC(\\C)=C\\CCC(C)=O,"InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",organic,,,
373839,3080,2342,2821,40611,Decan-3-one,213-183-9,928-80-3,,22356,RF-00007736-PAR,Decan-3-one,single chemical entity,7,QU07A,as such,,Decan-3-one,213-183-9,928-80-3,decan-3-one,22356,RF-00007736-PAR,Decan-3-one,C10H20O,CCCCCCCC(=O)CC,"InChI=1S/C10H20O/c1-3-5-6-7-8-9-10(11)4-2/h3-9H2,1-2H3",organic,,,
373840,3081,2343,2395,40611,2-Methylheptan-3-one,235-877-0,13019-20-0,,16475,RF-00001980-PAR,2-Methylheptan-3-one,single chemical entity,7,QU07A,as such,,2-Methylheptan-3-one,235-877-0,13019-20-0,2-methylheptan-3-one,16475,RF-00001980-PAR,2-Methylheptan-3-one,C8H16O,CCCCC(=O)C(C)C,"InChI=1S/C8H16O/c1-4-5-6-8(9)7(2)3/h7H,4-6H2,1-3H3",organic,,,
373841,3082,2344,2908,40611,Undecan-6-one,213-150-9,927-49-1,,22423,RF-00007803-PAR,Undecan-6-one,single chemical entity,7,QU07A,as such,,Undecan-6-one,213-150-9,927-49-1,undecan-6-one,22423,RF-00007803-PAR,Undecan-6-one,C11H22O,CCCCCC(=O)CCCCC,"InChI=1S/C11H22O/c1-3-5-7-9-11(12)10-8-6-4-2/h3-10H2,1-2H3",organic,,,
373842,3083,2345,3435,40611,1-Methylbutyl acetate,210-946-8,626-38-0,CASrn in Register refers to the racemate.,16719,RF-00002224-PAR,1-Methylbutyl acetate,single chemical entity,7,QU07A,as such,,1-Methylbutyl acetate,210-946-8,626-38-0,pentan-2-yl acetate,16719,RF-00002224-PAR,1-Methylbutyl acetate,C7H14O2,CCCC(C)OC(=O)C,"InChI=1S/C7H14O2/c1-4-5-6(2)9-7(3)8/h6H,4-5H2,1-3H3",organic,,,
373843,3084,2346,3671,40611,1-Methylbutyl butyrate,262-226-8,60415-61-4,CASrn in Register refers to the racemate.,16775,RF-00002280-PAR,1-Methylbutyl butyrate,single chemical entity,7,QU07A,as such,,1-Methylbutyl butyrate,262-226-8,60415-61-4,pentan-2-yl butanoate,16775,RF-00002280-PAR,1-Methylbutyl butyrate,C9H18O2,CCCC(=O)OCCC(C)C,"InChI=1/C9H18O2/c1-4-5-9(10)11-7-6-8(2)3/h8H,4-7H2,1-3H3",organic,,,
373844,3085,2347,5537,40611,Hept-2-yl butyrate,,39026-94-3,CASrn in Register refers to the racemate.,16937,RF-00002442-PAR,Hept-2-yl butyrate,single chemical entity,7,QU07A,as such,,Hept-2-yl butyrate,,39026-94-3,heptan-2-yl butanoate,16937,RF-00002442-PAR,Hept-2-yl butyrate,C11H22O2,CCCCCC(C)OC(=O)CCC,"InChI=1S/C11H22O2/c1-4-6-7-9-10(3)13-11(12)8-5-2/h10H,4-9H2,1-3H3",organic,,,
373845,3086,2348,5656,40611,3-Heptyl acetate,,5921-83-5,Racemate.,16979,RF-00002484-PAR,"R,S-3-Heptyl acetate",single chemical entity,7,QU07A,as such,,3-Heptyl acetate,,5921-83-5,(+/-)-heptan-3-yl acetate,16979,RF-00002484-PAR,"R,S-3-Heptyl acetate",C9H18O2,CCCCC(CC)OC(=O)C,"InChI=1S/C9H18O2/c1-4-6-7-9(5-2)11-8(3)10/h9H,4-7H2,1-3H3",organic,,,
373846,3087,2349,2916,40611,Nonan-3-yl acetate,262-444-3,60826-15-5,CASrn in Register refers to the racemate.,16571,RF-00002076-PAR,Nonan-3-yl acetate,single chemical entity,7,QU07A,as such,,Nonan-3-yl acetate,262-444-3,60826-15-5,3-hydroxynonyl acetate,16571,RF-00002076-PAR,Nonan-3-yl acetate,C11H22O2,CCCCCCC(O)CCOC(=O)C,"InChI=1S/C11H22O3/c1-3-4-5-6-7-11(13)8-9-14-10(2)12/h11,13H,3-9H2,1-2H3",organic,,,
373847,3088,2350,2870,40611,Vanillin propylene glycol acetal,271-279-6,68527-74-2,Mixture of diastereoisomers.,16559,RF-00002064-PAR,Vanillin propylene glycol acetal,single chemical entity,7,QU07A,as such,,Vanillin propylene glycol acetal,271-279-6,68527-74-2,"2-methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",16559,RF-00002064-PAR,Vanillin propylene glycol acetal,C11H14O4,COc1cc(ccc1O)C2OCC(C)O2,"InChI=1S/C11H14O4/c1-7-6-14-11(15-7)8-3-4-9(12)10(5-8)13-2/h3-5,7,11-12H,6H2,1-2H3",organic,,,
373848,3089,2351,3825,40611,Cedrol,201-035-6,77-53-2,,18235,RF-00003645-PAR,alpha-cedrol,single chemical entity,7,QU07A,as such,,Cedrol,201-035-6,77-53-2,,18235,RF-00003645-PAR,alpha-cedrol,C15H26O,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1",organic,,,
373849,3090,2352,3847,40611,Sclareol,208-194-0,515-03-7,,24807,RF-00010185-PAR,Sclareol,single chemical entity,7,QU07A,as such,,Sclareol,208-194-0,515-03-7,"(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-en-1-yl]-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol",24807,RF-00010185-PAR,Sclareol,,O[C@@]1(C)[C@H](CC[C@](O)(C)C=C)[C@]([C@@]2([H])CC1)(CCCC(C)2C)C,"InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3/t15?,16-,18+,19+,20-/m1/s1",organic,,,
373850,3091,2353,2242,40611,"[S-(cis)]-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",205-540-2,142-50-7,,16443,RF-00001948-PAR,"[S-(cis)]-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",single chemical entity,7,QU07A,as such,,"[S-(cis)]-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",205-540-2,142-50-7,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",16443,RF-00001948-PAR,"[S-(cis)]-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol",C15H26O,CC(=CCC\\C(=C\\CCC(C)(O)C=C)\\C)C,"InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+",organic,,,
373851,3092,2354,2917,40611,"2,4-Dimethyl-4-Nonanol",277-838-0,74356-31-3,CASrn in Register refers to the racemate.,22434,RF-00007814-PAR,"2,4-Dimethyl-4-Nonanol",single chemical entity,7,QU07A,as such,,"2,4-Dimethyl-4-Nonanol",277-838-0,74356-31-3,"2,4-dimethylnonan-4-ol",22434,RF-00007814-PAR,"2,4-Dimethyl-4-Nonanol",C11H24O,CCCCCC(C)(O)CC(C)C,"InChI=1S/C11H24O/c1-5-6-7-8-11(4,12)9-10(2)3/h10,12H,5-9H2,1-4H3",organic,,,
373852,3093,2355,3170,40611,Cedryl acetate,201-036-1,77-54-3,,24529,RF-00009907-PAR,Cedryl acetate,single chemical entity,7,QU07A,as such,,Cedryl acetate,201-036-1,77-54-3,cedran-8-yl acetate,24529,RF-00009907-PAR,Cedryl acetate,,CC1CCC2C(C)(C)C3CC12CCC3(C)OC(=O)C,"InChI=1S/C17H28O2/c1-11-6-7-13-15(3,4)14-10-17(11,13)9-8-16(14,5)19-12(2)18/h11,13-14H,6-10H2,1-5H3/t11-,13+,14?,16?,17?/m1/s1",organic,,,
373853,3094,2356,3628,40611,"(Z,Z)-Nona-3,6-dien-1-ol",278-518-3,76649-25-7,"CASrn does not specify stereoisomer. Register name changet from Nona-3,6-dien-1-ol to (Z,Z)-Nona-3,6-dien-1-ol.",16762,RF-00002267-PAR,"Nona-3,6-dien-1-ol",single chemical entity,7,QU07A,as such,,"(Z,Z)-Nona-3,6-dien-1-ol",278-518-3,76649-25-7,"nona-3,6-dien-1-ol",16762,RF-00002267-PAR,"Nona-3,6-dien-1-ol",C9H16O,CCC=CCC=CCCO,"InChI=1/C9H16O/c1-2-3-4-5-6-7-8-9-10/h3-4,6-7,10H,2,5,8-9H2,1H3",organic,,,
373854,3095,2357,5636,40611,"(E,Z)-3,6-Nonadien-1-ol",,56805-23-3,,16974,RF-00002479-PAR,"(E,Z)-3,6-Nonadien-1-ol",single chemical entity,7,QU07A,as such,,"(E,Z)-3,6-Nonadien-1-ol",,56805-23-3,"(3E,6Z)-nona-3,6-dien-1-ol",16974,RF-00002479-PAR,"(E,Z)-3,6-Nonadien-1-ol",C9H16O,CC\\C=C\\C\\C=C\\CCO,"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h3-4,6-7,10H,2,5,8-9H2,1H3",organic,,,
373855,3096,2358,3428,40611,(4Z)-Hepten-1-ol,228-238-2,6191-71-5,,16717,RF-00002222-PAR,(4Z)-Hepten-1-ol,single chemical entity,7,QU07A,as such,,(4Z)-Hepten-1-ol,228-238-2,6191-71-5,(4Z)-hept-4-en-1-ol,16717,RF-00002222-PAR,(4Z)-Hepten-1-ol,C7H14O,CC\\C=C/CCCO,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h3-4,8H,2,5-7H2,1H3/b4-3-",organic,,,
373856,3097,2359,2783,40611,Dec-9-enal,254-624-5,39770-05-3,,22331,RF-00007711-PAR,Dec-9-enal,single chemical entity,7,QU07A,as such,,Dec-9-enal,254-624-5,39770-05-3,dec-9-enal,22331,RF-00007711-PAR,Dec-9-enal,C10H18O,C=CCCCCCCCC=O,"InChI=1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h2,10H,1,3-9H2",organic,,,
373857,3098,2360,3306,40611,3-Hexenal,224-659-0,4440-65-7,CASrn does not specify stereoisomers.,24783,RF-00010161-PAR,3-Hexenal,single chemical entity,7,QU07A,as such,,3-Hexenal,224-659-0,4440-65-7,hex-3-enal,24783,RF-00010161-PAR,3-Hexenal,,CCC=CCC=O,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h3-4,6H,2,5H2,1H3/b4-3+",organic,,,
373858,3099,2361,2801,40611,Dec-4-enoic acid,247-599-7,26303-90-2,CASrn does not specify stereoisomers.,24746,RF-00010124-PAR,Dec-4-enoic acid,single chemical entity,7,QU07A,as such,,Dec-4-enoic acid,247-599-7,26303-90-2,dec-4-enoic acid,24746,RF-00010124-PAR,Dec-4-enoic acid,,CCCCCC=CCCC(=O)O,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h6-7H,2-5,8-9H2,1H3,(H,11,12)/b7-6+",organic,,,
373859,3100,2362,3764,40611,Hex-3(cis)-enyl 2-methylcrotonate,267-554-5,67883-79-8,,16801,RF-00002306-PAR,Hex-3(cis)-enyl 2-methylcrotonate,single chemical entity,7,QU07A,as such,,Hex-3(cis)-enyl 2-methylcrotonate,267-554-5,67883-79-8,(3Z)-hex-3-en-1-yl (2E)-2-methylbut-2-enoate,16801,RF-00002306-PAR,Hex-3(cis)-enyl 2-methylcrotonate,C11H18O2,C/C=C(C)/C(OCC/C=C\\CC)=O,"InChI=1S/C11H18O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h5-7H,4,8-9H2,1-3H3/b7-6-,10-5+",organic,,,
373860,3101,2363,3731,40611,Hex-3(cis)-enyl isobutyrate,255-424-0,41519-23-7,,16791,RF-00002296-PAR,Hex-3(cis)-enyl isobutyrate,single chemical entity,7,QU07A,as such,,Hex-3(cis)-enyl isobutyrate,255-424-0,41519-23-7,(3Z)-hex-3-en-1-yl 2-methylpropanoate,16791,RF-00002296-PAR,Hex-3(cis)-enyl isobutyrate,C10H18O2,O=C(C(C)C)OCC/C=C\\CC,"InChI=1S/C10H18O2/c1-4-5-6-7-8-12-10(11)9(2)3/h5-6,9H,4,7-8H2,1-3H3/b6-5-",organic,,,
373861,3102,2364,4004,40611,Hex-3(cis)-enyl propionate,251-533-2,33467-74-2,,16840,RF-00002345-PAR,Hex-3(cis)-enyl propionate,single chemical entity,7,QU07A,as such,,Hex-3(cis)-enyl propionate,251-533-2,33467-74-2,(3Z)-hex-3-en-1-yl propanoate,16840,RF-00002345-PAR,Hex-3(cis)-enyl propionate,C9H16O2,O=C(CC)OCC/C=C\\CC,"InChI=1S/C9H16O2/c1-3-5-6-7-8-11-9(10)4-2/h5-6H,3-4,7-8H2,1-2H3/b6-5-",organic,,,
373862,3103,2365,2777,40611,Hex-(3Z)-enyl but-(2E)-enoate,265-746-3,65405-80-3,CASrn in Register refers to (Z)-isomer in alcohol moiety & (E)-isomer in acid moiety.,16534,RF-00002039-PAR,Hex-3-enyl but-2-enoate,single chemical entity,7,QU07A,as such,,Hex-(3Z)-enyl but-(2E)-enoate,265-746-3,65405-80-3,(3Z)-hex-3-en-1-yl (2E)-but-2-enoate,16534,RF-00002039-PAR,Hex-3-enyl but-2-enoate,C10H16O2,CC\\C=C/CCOC(=O)\\C=C\\C,"InChI=1S/C10H16O2/c1-3-5-6-7-9-12-10(11)8-4-2/h4-6,8H,3,7,9H2,1-2H3/b6-5-,8-4+",organic,,,
373863,3104,2366,5593,40611,Hex-(3Z)-enyl hex-(2E)-enoate,,53398-87-1,CASrn in Register refers to (Z)-isomer in alcohol moiety & (E)-isomer in acid moiety.,16951,RF-00002456-PAR,Hex-3-enyl hex-2-enoate,single chemical entity,7,QU07A,as such,,Hex-(3Z)-enyl hex-(2E)-enoate,,53398-87-1,[(Z)-hex-3-enyl] (E)-hex-2-enoate,16951,RF-00002456-PAR,Hex-3-enyl hex-2-enoate,C12H20O2,CCC/C=C/C(=O)OCC/C=C\\CC,"InChI=1S/C12H20O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h5,7-8,10H,3-4,6,9,11H2,1-2H3/b7-5-,10-8+",organic,,,
373864,3105,2367,2901,40611,Hex-(3Z)-enyl valerate,252-761-5,35852-46-1,CASrn in Register refers to (Z)-isomer.,24755,RF-00010133-PAR,Hex-(3Z)-enyl valerate,single chemical entity,7,QU07A,as such,,Hex-(3Z)-enyl valerate,252-761-5,35852-46-1,(3Z)-hex-3-en-1-yl pentanoate,24755,RF-00010133-PAR,Hex-(3Z)-enyl valerate,,CCCCC(=O)OCC\\C=C/CC,"InChI=1S/C11H20O2/c1-3-5-7-8-10-13-11(12)9-6-4-2/h5,7H,3-4,6,8-10H2,1-2H3/b7-5-",organic,,,
373865,3106,2368,3422,40611,3-Methylbut-3-enyl acetate,225-996-6,5205-07-2,,16714,RF-00002219-PAR,3-Methylbut-3-enyl acetate,single chemical entity,7,QU07A,as such,,3-Methylbut-3-enyl acetate,225-996-6,5205-07-2,3-methylbut-3-en-1-yl acetate,16714,RF-00002219-PAR,3-Methylbut-3-enyl acetate,C7H12O2,CC(=C)CCOC(=O)C,"InChI=1S/C7H12O2/c1-6(2)4-5-9-7(3)8/h1,4-5H2,2-3H3",organic,,,
373866,3107,2369,3411,40611,3-Hexenyl formate,219-017-1,2315-09-5,CASrn does not specify stereoisomers.,16710,RF-00002215-PAR,3-Hexenyl formate,single chemical entity,7,QU07A,as such,,3-Hexenyl formate,219-017-1,2315-09-5,hex-3-en-1-yl formate,16710,RF-00002215-PAR,3-Hexenyl formate,C7H12O2,CCC=CCCOC=O,"InChI=1S/C7H12O2/c1-2-3-4-5-6-9-7-8/h3-4,7H,2,5-6H2,1H3",organic,,,
373867,3108,2370,2359,40611,4-Pentenyl acetate,216-413-6,1576-85-8,,22913,RF-00008293-PAR,4-Pentenyl acetate,single chemical entity,7,QU07A,as such,,4-Pentenyl acetate,216-413-6,1576-85-8,pent-4-en-1-yl acetate,22913,RF-00008293-PAR,4-Pentenyl acetate,C7H12O2,CC(=O)OCCCC=C,"InChI=1S/C7H12O2/c1-3-4-5-6-9-7(2)8/h3H,1,4-6H2,2H3",organic,,,
373868,3109,2371,5707,40611,cis-4-Decenyl acetate,,67452-27-1,,17002,RF-00002507-PAR,cis-4-Decenyl acetate,single chemical entity,7,QU07A,as such,,cis-4-Decenyl acetate,,67452-27-1,[(Z)-dec-4-enyl] acetate,17002,RF-00002507-PAR,cis-4-Decenyl acetate,C12H22O2,CCCCC/C=C\\CCCOC(=O)C,"InChI=1S/C12H22O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h7-8H,3-6,9-11H2,1-2H3/b8-7-",organic,,,
373869,3110,2372,5611,40611,Ethyl 5-hexenoate,,54653-25-7,,16960,RF-00002465-PAR,Ethyl 5-hexenoate,single chemical entity,7,QU07A,as such,,Ethyl 5-hexenoate,,54653-25-7,ethyl hex-5-enoate,16960,RF-00002465-PAR,Ethyl 5-hexenoate,C8H14O2,CCOC(=O)CCCC=C,"InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h3H,1,4-7H2,2H3",organic,,,
373870,3111,2373,3646,40611,Ethyl cis-4-heptenoate,254-702-9,39924-27-1,"According to JECFA: Min. assay value is ""98% (total isomers)"".",16766,RF-00002271-PAR,Ethyl cis-4-heptenoate,single chemical entity,7,QU07A,as such,,Ethyl cis-4-heptenoate,254-702-9,39924-27-1,ethyl (4Z)-hept-4-enoate,16766,RF-00002271-PAR,Ethyl cis-4-heptenoate,C9H16O2,CCOC(=O)CC\\C=C/CC,"InChI=1S/C9H16O2/c1-3-5-6-7-8-9(10)11-4-2/h5-6H,3-4,7-8H2,1-2H3/b6-5-",organic,,,
373871,3112,2374,2456,40611,Terpineol,232-268-1,8000-41-7,"The specification covers alpha-, beta-, gamma- and deltaterpineol.",18191,RF-00003601-PAR,terpineol,mixture or formulation,14,QU14A,part of,,beta-Terpineol,205-342-6,138-87-4,1-methyl-4-(prop-1-en-2-yl)cyclohexanol,22339,RF-00007719-PAR,beta-Terpineol,C10H18O,OC1(C)CCC(C(C)=C)CC1,"InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h9,11H,1,4-7H2,2-3H3",organic,,,
